%count	fx
5	4440.759491
10	2913.563993
15	2913.563993
20	2913.563993
25	2913.563993
30	2370.085925
35	2370.085925
40	2301.471256
45	2301.471256
50	2301.471256
100	2301.471256
150	2076.268736
200	2040.571713
250	1774.505619
300	1774.505619
350	1774.505619
400	1684.713208
450	1684.713208
500	1684.713208
