%count	fx
15	1953.622934
30	1953.622934
45	1953.622934
60	1953.167613
75	1953.167613
90	1423.007914
105	1423.007914
120	1423.007914
135	1423.007914
150	1423.007914
300	1423.007914
450	1423.007914
600	1423.007914
750	1423.007914
900	1423.007914
1050	1423.007914
1200	1423.007914
1350	1423.007914
1500	1423.007914
