%count	fx
15	119475680045.508118
30	102978085354.554871
45	102978085354.554871
60	102978085354.554871
75	102978085354.554871
90	88695111342.095581
105	88695111342.095581
120	88695111342.095581
135	88695111342.095581
150	88695111342.095581
300	80922509776.601532
450	80922509776.601532
600	80922509776.601532
750	80922509776.601532
900	80922509776.601532
1050	67845146439.558174
1200	66761675456.293144
1350	66761675456.293144
1500	66761675456.293144
