%count	fx
15	1955.334857
30	1955.334857
45	1955.334857
60	1955.334857
75	1955.334857
90	1955.334857
105	1955.334857
120	1955.334857
135	1955.334857
150	1955.334857
300	1791.587743
450	1791.587743
600	1791.587743
750	1791.587743
900	1791.587743
1050	1791.587743
1200	1791.587743
1350	1791.587743
1500	1791.587743
