%count	fx
15	1734248477.757960
30	1008103149.141399
45	449646704.869940
60	426350342.603655
75	295787880.658493
90	97325036.443552
105	97325036.443552
120	97325036.443552
135	97325036.443552
150	97325036.443552
300	97325036.443552
450	97325036.443552
600	97325036.443552
750	31889141.241913
900	31889141.241913
1050	31889141.241913
1200	31889141.241913
1350	31889141.241913
1500	31889141.241913
