%count	fx
5	33862684579.579647
10	19092554162.599075
15	19092554162.599075
20	19092554162.599075
25	19092554162.599075
30	19092554162.599075
35	19092554162.599075
40	8052208606.642375
45	8052208606.642375
50	8052208606.642375
100	8052208606.642375
150	8052208606.642375
200	8052208606.642375
250	8052208606.642375
300	3443250006.810790
350	3443250006.810790
400	3443250006.810790
450	3443250006.810790
500	3443250006.810790
