%count	fx
5	51376341948.405853
10	16683176576.360134
15	16683176576.360134
20	16683176576.360134
25	16683176576.360134
30	16683176576.360134
35	16683176576.360134
40	16683176576.360134
45	16683176576.360134
50	16683176576.360134
100	16683176576.360134
150	16454807262.183495
200	11048110871.385778
250	11048110871.385778
300	11048110871.385778
350	10337775583.210699
400	10337775583.210699
450	10337775583.210699
500	10337775583.210699
