%count	fx
15	4164.608208
30	4164.608208
45	3802.586380
60	3454.003932
75	3454.003932
90	3374.474198
105	3374.474198
120	3374.474198
135	3374.474198
150	3374.474198
300	3127.727677
450	3127.727677
600	3127.727677
750	3127.727677
900	3127.727677
1050	3127.727677
1200	3127.727677
1350	3127.727677
1500	3127.727677
