%count	fx
5	1729337836.651461
10	290866196.217837
15	17887912.963871
20	17887912.963871
25	17887912.963871
30	17887912.963871
35	17887912.963871
40	17887912.963871
45	17887912.963871
50	17887912.963871
100	17887912.963871
150	17887912.963871
200	11474346.193413
250	6178579.712708
300	6178579.712708
350	6178579.712708
400	6178579.712708
450	6178579.712708
500	6178579.712708
