%count	fx
5	3113.244151
10	3113.244151
15	3113.244151
20	3113.244151
25	3113.244151
30	3113.244151
35	3113.244151
40	3113.244151
45	3113.244151
50	3113.244151
100	2582.161304
150	2582.161304
200	2172.263182
250	2172.263182
300	2172.263182
350	2172.263182
400	2172.263182
450	2172.263182
500	2172.263182
