%count	fx
5	23121526921.286945
10	12804480883.717257
15	12804480883.717257
20	12804480883.717257
25	12804480883.717257
30	12804480883.717257
35	12804480883.717257
40	12804480883.717257
45	12804480883.717257
50	12804480883.717257
100	11630260126.687984
150	11630260126.687984
200	11630260126.687984
250	8335765984.718566
300	8335765984.718566
350	8335765984.718566
400	8335765984.718566
450	8335765984.718566
500	8335765984.718566
