%count	fx
5	1542.094486
10	1542.094486
15	1310.439283
20	1310.439283
25	1310.439283
30	1310.439283
35	1310.439283
40	1310.439283
45	1310.439283
50	1293.816116
100	1230.027813
150	1129.537940
200	1129.537940
250	1109.935516
300	1109.935516
350	1109.935516
400	1109.935516
450	1109.935516
500	1109.935516
