%count	fx
15	519713205.272687
30	519713205.272687
45	519713205.272687
60	519713205.272687
75	166661622.623568
90	166661622.623568
105	166661622.623568
120	166661622.623568
135	166661622.623568
150	125094186.078223
300	125094186.078223
450	125094186.078223
600	95351691.717954
750	95351691.717954
900	95351691.717954
1050	95351691.717954
1200	45849844.695775
1350	45849844.695775
1500	45849844.695775
