%count	fx
15	381070.227745
30	381070.227745
45	381070.227745
60	381070.227745
75	381070.227745
90	381070.227745
105	381070.227745
120	381070.227745
135	381070.227745
150	381070.227745
300	6054.120412
450	4640.383747
600	4640.383747
750	4640.383747
900	4640.383747
1050	3415.231466
1200	3415.231466
1350	3415.231466
1500	3415.231466
