     % Run	                  15	                  30	                  45	                  60	                  75	                  90	                 105	                 120	                 135	                 150	                 300	                 450	                 600	                 750	                 900	                1050	                1200	                1350	                1500	
         1	        4.994855e+08	        4.994855e+08	        2.654974e+08	        2.654974e+08	        2.654974e+08	        2.654974e+08	        2.654974e+08	        1.159119e+08	        1.159119e+08	        1.159119e+08	        9.008982e+07	        9.008982e+07	        5.572525e+07	        5.572525e+07	        5.572525e+07	        5.572525e+07	        5.572525e+07	        5.572525e+07	        5.572525e+07	
         2	        9.081385e+08	        3.420573e+08	        3.420573e+08	        3.420573e+08	        5.973875e+07	        5.973875e+07	        5.973875e+07	        5.973875e+07	        5.973875e+07	        5.973875e+07	        5.973875e+07	        4.000348e+07	        4.000348e+07	        2.909647e+07	        2.909647e+07	        2.909647e+07	        2.909647e+07	        2.909647e+07	        2.909647e+07	
         3	        3.221825e+08	        3.221825e+08	        3.221825e+08	        2.357281e+08	        2.357281e+08	        2.357281e+08	        2.357281e+08	        2.357281e+08	        2.357281e+08	        2.357281e+08	        9.398926e+07	        2.364641e+07	        2.364641e+07	        2.364641e+07	        2.364641e+07	        2.364641e+07	        2.364641e+07	        2.364641e+07	        2.364641e+07	
         4	        4.212096e+08	        4.212096e+08	        4.212096e+08	        2.455094e+08	        2.455094e+08	        2.455094e+08	        2.455094e+08	        2.455094e+08	        1.558023e+08	        1.558023e+08	        6.957112e+07	        4.987738e+07	        4.987738e+07	        4.987738e+07	        4.987738e+07	        4.987738e+07	        4.987738e+07	        4.987738e+07	        4.987738e+07	
         5	        2.591031e+08	        2.591031e+08	        2.591031e+08	        2.591031e+08	        2.591031e+08	        2.591031e+08	        1.154590e+08	        1.154590e+08	        1.154590e+08	        1.154590e+08	        1.154590e+08	        1.154590e+08	        1.154590e+08	        1.154590e+08	        1.154590e+08	        3.250368e+07	        3.250368e+07	        3.250368e+07	        3.250368e+07	
         6	        5.654031e+08	        3.661351e+08	        2.171079e+08	        1.087781e+08	        1.087781e+08	        1.087781e+08	        1.087781e+08	        1.087781e+08	        1.087781e+08	        1.087781e+08	        1.087781e+08	        1.087781e+08	        4.830960e+07	        4.830960e+07	        4.830960e+07	        3.890248e+07	        3.890248e+07	        3.890248e+07	        3.890248e+07	
         7	        5.727816e+08	        2.955423e+08	        2.955423e+08	        2.955423e+08	        1.757719e+08	        1.757719e+08	        1.273738e+08	        1.273738e+08	        1.273738e+08	        1.273738e+08	        1.273738e+08	        1.273738e+08	        1.273738e+08	        1.273738e+08	        7.003357e+07	        7.003357e+07	        7.003357e+07	        7.003357e+07	        7.003357e+07	
         8	        6.403287e+08	        6.403287e+08	        3.780803e+08	        3.184006e+08	        1.546395e+08	        1.546395e+08	        1.546395e+08	        1.546395e+08	        1.546395e+08	        1.546395e+08	        1.414169e+08	        1.414169e+08	        6.025763e+07	        6.025763e+07	        4.523625e+07	        4.523625e+07	        4.523625e+07	        4.523625e+07	        4.523625e+07	
         9	        5.029674e+08	        3.512168e+08	        3.512168e+08	        3.512168e+08	        3.512168e+08	        3.512168e+08	        3.512168e+08	        3.512168e+08	        3.070161e+08	        3.070161e+08	        1.789257e+08	        1.789257e+08	        8.876107e+07	        8.876107e+07	        8.876107e+07	        4.920242e+07	        4.920242e+07	        4.920242e+07	        4.361655e+07	
        10	        4.270287e+08	        9.074292e+07	        9.074292e+07	        9.074292e+07	        9.074292e+07	        9.074292e+07	        9.074292e+07	        9.074292e+07	        9.074292e+07	        9.074292e+07	        9.074292e+07	        3.816409e+07	        3.660712e+07	        3.660712e+07	        3.660712e+07	        3.660712e+07	        3.660712e+07	        3.660712e+07	        3.660712e+07	
        11	        3.825345e+08	        3.825345e+08	        3.825345e+08	        3.406183e+08	        3.406183e+08	        1.885234e+08	        1.290699e+08	        1.290699e+08	        1.290699e+08	        1.290699e+08	        5.161033e+07	        5.161033e+07	        5.161033e+07	        5.161033e+07	        5.161033e+07	        5.161033e+07	        5.161033e+07	        5.161033e+07	        4.445529e+07	
        12	        9.199091e+07	        9.199091e+07	        9.199091e+07	        9.199091e+07	        9.199091e+07	        9.199091e+07	        9.199091e+07	        9.199091e+07	        9.199091e+07	        9.199091e+07	        6.322098e+07	        6.322098e+07	        6.322098e+07	        6.322098e+07	        6.322098e+07	        6.322098e+07	        6.322098e+07	        6.322098e+07	        6.322098e+07	
        13	        5.057713e+08	        5.057713e+08	        5.057713e+08	        1.353573e+08	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	        4.401041e+07	
        14	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        5.187404e+07	        4.733578e+07	        4.733578e+07	
        15	        1.734248e+09	        1.008103e+09	        4.496467e+08	        4.263503e+08	        2.957879e+08	        9.732504e+07	        9.732504e+07	        9.732504e+07	        9.732504e+07	        9.732504e+07	        9.732504e+07	        9.732504e+07	        9.732504e+07	        3.188914e+07	        3.188914e+07	        3.188914e+07	        3.188914e+07	        3.188914e+07	        3.188914e+07	
        16	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        7.177961e+07	        6.421969e+07	        6.421969e+07	        6.421969e+07	        6.421969e+07	
        17	        9.415418e+07	        9.415418e+07	        9.415418e+07	        9.415418e+07	        9.415418e+07	        9.415418e+07	        9.415418e+07	        9.415418e+07	        9.415418e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	        4.481484e+07	
        18	        3.525960e+08	        3.525960e+08	        3.525960e+08	        2.314376e+08	        2.314376e+08	        2.314376e+08	        2.314376e+08	        2.314376e+08	        2.314376e+08	        2.314376e+08	        1.717245e+08	        1.013081e+08	        1.013081e+08	        7.045751e+07	        7.045751e+07	        7.045751e+07	        7.045751e+07	        7.045751e+07	        7.045751e+07	
        19	        7.411229e+08	        2.819644e+08	        2.105172e+08	        2.105172e+08	        2.105172e+08	        2.105172e+08	        2.105172e+08	        1.629474e+08	        1.629474e+08	        1.629474e+08	        5.023089e+07	        4.249782e+07	        4.249782e+07	        4.249782e+07	        4.249782e+07	        4.249782e+07	        4.249782e+07	        4.249782e+07	        4.249782e+07	
