%count	fx
15	823541851.797043
30	274138636.134952
45	107664960.507084
60	107664960.507084
75	1238315.382204
90	1238315.382204
105	1238315.382204
120	1238315.382204
135	1238315.382204
150	1238315.382204
300	166510.138109
450	166510.138109
600	166510.138109
750	166510.138109
900	143506.138999
1050	143506.138999
1200	143506.138999
1350	143506.138999
1500	143506.138999
