%count	fx
15	1801.712642
30	1801.712642
45	1801.712642
60	1801.712642
75	1801.712642
90	1801.712642
105	1801.712642
120	1801.712642
135	1801.712642
150	1801.712642
300	1801.712642
450	1722.346167
600	1722.346167
750	1557.532550
900	1557.532550
1050	1557.532550
1200	1557.532550
1350	1557.532550
1500	1533.386492
