     % Run	                  15	                  30	                  45	                  60	                  75	                  90	                 105	                 120	                 135	                 150	                 300	                 450	                 600	                 750	                 900	                1050	                1200	                1350	                1500	
         1	        9.558149e+02	        9.558149e+02	        9.558149e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.884869e+02	        8.778536e+02	        8.678710e+02	
         2	        1.026657e+03	        9.912936e+02	        9.912936e+02	        9.782749e+02	        9.782749e+02	        9.595863e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	        8.459200e+02	
         3	        9.500578e+02	        9.500578e+02	        9.500578e+02	        9.500578e+02	        8.670634e+02	        8.670634e+02	        8.670634e+02	        8.670634e+02	        8.670634e+02	        8.670634e+02	        8.670634e+02	        8.543008e+02	        8.525112e+02	        8.525112e+02	        8.525112e+02	        8.525112e+02	        8.525112e+02	        8.525112e+02	        8.525112e+02	
         4	        9.431469e+02	        9.431469e+02	        9.431469e+02	        9.431469e+02	        9.431469e+02	        9.431469e+02	        9.431469e+02	        9.431469e+02	        9.431469e+02	        9.191579e+02	        9.081382e+02	        9.063265e+02	        9.063265e+02	        8.795755e+02	        8.795755e+02	        8.795755e+02	        8.795755e+02	        8.795755e+02	        8.700362e+02	
         5	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.367930e+02	        9.177901e+02	        9.177901e+02	        8.816478e+02	        8.744255e+02	        8.744255e+02	        8.744255e+02	        8.744255e+02	        8.744255e+02	        8.744255e+02	
         6	        9.888531e+02	        9.821022e+02	        9.736706e+02	        9.736706e+02	        9.736706e+02	        9.269185e+02	        9.048116e+02	        9.048116e+02	        9.048116e+02	        9.048116e+02	        8.869476e+02	        8.869476e+02	        8.869476e+02	        8.869476e+02	        8.597570e+02	        8.597570e+02	        8.597570e+02	        8.597570e+02	        8.586162e+02	
         7	        9.308918e+02	        9.308918e+02	        9.308918e+02	        9.054486e+02	        9.054486e+02	        9.054486e+02	        9.054486e+02	        9.054486e+02	        8.919815e+02	        8.919815e+02	        8.919815e+02	        8.919815e+02	        8.919815e+02	        8.683303e+02	        8.683303e+02	        8.683303e+02	        8.683303e+02	        8.683303e+02	        8.683303e+02	
         8	        1.025329e+03	        9.802292e+02	        9.802292e+02	        9.064385e+02	        9.064385e+02	        9.064385e+02	        9.064385e+02	        9.064385e+02	        9.064385e+02	        9.064385e+02	        9.064385e+02	        8.955741e+02	        8.955741e+02	        8.782114e+02	        8.782114e+02	        8.782114e+02	        8.782114e+02	        8.782114e+02	        8.740656e+02	
         9	        9.330061e+02	        9.330061e+02	        9.330061e+02	        9.214859e+02	        9.214859e+02	        9.214859e+02	        9.214859e+02	        9.214859e+02	        9.214859e+02	        9.214859e+02	        9.056775e+02	        9.056775e+02	        9.056775e+02	        9.056775e+02	        8.778447e+02	        8.778447e+02	        8.778447e+02	        8.778447e+02	        8.778447e+02	
        10	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.928891e+02	        8.784909e+02	        8.784909e+02	        8.784909e+02	        8.784909e+02	        8.784909e+02	
