%count	fx
15	76864950.517906
30	1810178.360577
45	186241.905630
60	186241.905630
75	186241.905630
90	186241.905630
105	186241.905630
120	186241.905630
135	186241.905630
150	186241.905630
300	186241.905630
450	186241.905630
600	186241.905630
750	132161.838516
900	132161.838516
1050	132161.838516
1200	132161.838516
1350	132161.838516
1500	132161.838516
