%count	fx
15	6889.472786
30	3011.032385
45	3011.032385
60	3011.032385
75	3011.032385
90	3011.032385
105	3011.032385
120	3011.032385
135	3011.032385
150	3011.032385
300	3011.032385
450	3011.032385
600	3011.032385
750	3011.032385
900	3011.032385
1050	3011.032385
1200	2627.112735
1350	2627.112735
1500	2627.112735
