%count	fx
5	16222988.415710
10	16222988.415710
15	16222988.415710
20	16222988.415710
25	16222988.415710
30	16222988.415710
35	16222988.415710
40	16222988.415710
45	16222988.415710
50	16222988.415710
100	12904557.116331
150	5544013.157422
200	5544013.157422
250	5544013.157422
300	5544013.157422
350	5544013.157422
400	5175180.479311
450	5175180.479311
500	5175180.479311
