%count	fx
5	2755.435963
10	2755.435963
15	2734.360680
20	2660.106897
25	2660.106897
30	2308.880410
35	2308.880410
40	2308.880410
45	2308.880410
50	2308.880410
100	1807.901698
150	1807.901698
200	1807.901698
250	1807.901698
300	1807.901698
350	1807.901698
400	1807.901698
450	1807.901698
500	1807.901698
