%count	fx
5	1624.438455
10	1624.438455
15	1624.438455
20	1624.438455
25	1624.438455
30	1624.438455
35	1624.438455
40	1624.438455
45	1624.438455
50	1624.438455
100	1624.438455
150	1624.438455
200	1624.438455
250	1624.438455
300	1624.438455
350	1624.438455
400	1624.438455
450	1624.438455
500	1624.438455
