%count	fx
15	9555.163447
30	9555.163447
45	9555.163447
60	9163.622008
75	9163.622008
90	9163.622008
105	9163.622008
120	9163.622008
135	9163.622008
150	9163.622008
300	9163.622008
450	8831.768766
600	8831.768766
750	8831.768766
900	8831.768766
1050	8831.768766
1200	8831.768766
1350	8831.768766
1500	8831.768766
