%count	fx
15	2316.748114
30	2316.748114
45	2316.748114
60	2067.686000
75	2067.686000
90	2067.686000
105	2067.686000
120	2067.686000
135	2067.686000
150	2067.686000
300	2000.074493
450	2000.074493
600	2000.074493
750	2000.074493
900	2000.074493
1050	2000.074493
1200	2000.074493
1350	2000.074493
1500	2000.074493
