%count	fx
5	1411.157074
10	1411.157074
15	1408.703094
20	1201.932619
25	1201.932619
30	1171.328971
35	1171.328971
40	1159.248376
45	1158.768669
50	1158.768669
100	1158.768669
150	1158.768669
200	1158.768669
250	1128.267546
300	1128.267546
350	1128.267546
400	1128.267546
450	1125.190336
500	1125.190336
