%count	fx
15	367617.682858
30	367617.682858
45	367617.682858
60	367617.682858
75	367617.682858
90	367617.682858
105	367617.682858
120	367617.682858
135	367617.682858
150	367617.682858
300	367617.682858
450	242178.171422
600	197147.496127
750	197147.496127
900	197147.496127
1050	197147.496127
1200	158239.432609
1350	158239.432609
1500	158239.432609
