%count	fx
15	109070244625.886612
30	109070244625.886612
45	109070244625.886612
60	109070244625.886612
75	100783798518.667145
90	95867542269.320190
105	95867542269.320190
120	92775905007.392044
135	84182602506.387558
150	84182602506.387558
300	80950507748.281403
450	76946789179.084473
600	76946789179.084473
750	76946789179.084473
900	70614158532.977844
1050	70614158532.977844
1200	70614158532.977844
1350	70614158532.977844
1500	70614158532.977844
