%count	fx
15	115276827995.636993
30	115276827995.636993
45	115276827995.636993
60	87549064015.148895
75	87549064015.148895
90	87549064015.148895
105	87549064015.148895
120	87549064015.148895
135	87549064015.148895
150	87549064015.148895
300	87549064015.148895
450	87549064015.148895
600	78324072190.136292
750	78324072190.136292
900	78324072190.136292
1050	78324072190.136292
1200	78324072190.136292
1350	78324072190.136292
1500	78324072190.136292
