%count	fx
5	3673.738207
10	3599.846365
15	3599.846365
20	3479.218616
25	3479.218616
30	3024.449060
35	3024.449060
40	3024.449060
45	3024.449060
50	3024.449060
100	3024.449060
150	3024.449060
200	3024.449060
250	3024.449060
300	2632.483273
350	2632.483273
400	2632.483273
450	2632.483273
500	2423.300427
