%count	fx
5	3459.639253
10	2848.272019
15	2848.272019
20	2848.272019
25	2848.272019
30	2848.272019
35	2848.272019
40	2848.272019
45	2848.272019
50	2848.272019
100	2828.641737
150	2191.687877
200	2191.687877
250	2191.687877
300	2191.687877
350	2139.936175
400	2139.936175
450	1837.895430
500	1837.895430
