%count	fx
5	3199.176336
10	3199.176336
15	2362.798055
20	2362.798055
25	2362.798055
30	2362.798055
35	2362.798055
40	2362.798055
45	2362.798055
50	2362.798055
100	2362.798055
150	1747.775580
200	1747.775580
250	1747.775580
300	1747.775580
350	1747.775580
400	1747.775580
450	1747.775580
500	1747.775580
