%count	fx
15	51874044.340593
30	51874044.340593
45	51874044.340593
60	51874044.340593
75	51874044.340593
90	51874044.340593
105	51874044.340593
120	51874044.340593
135	51874044.340593
150	51874044.340593
300	51874044.340593
450	51874044.340593
600	51874044.340593
750	51874044.340593
900	51874044.340593
1050	51874044.340593
1200	51874044.340593
1350	47335777.207222
1500	47335777.207222
